X, Y
3.625244944086084, 17.686159977693187
3.745507647509704, 17.46792530441436
3.8697599069654895, 17.23001373436449
3.9981340706950883, 17.01714548747777
4.130766877417915, 16.82216532856472
4.267799601979444, 16.643284448827977
4.409378205831187, 16.51627902421489
4.555653492502644, 16.319510056504473
4.706781268230842, 16.08338729525197
4.8629225079185225, 15.915239268299434
5.024243526597796, 15.754246476536366
5.190916156581864, 15.61293058154434
5.363117930493519, 15.4501489809839
5.541032270365369, 15.298100233207673
5.724848683013218, 15.153206720620911
5.914762961890693, 15.019046060818354
6.110977395640133, 14.886674209813165
6.313700983561883, 14.732836653239566
6.52314965823149, 14.59867599343701
6.739546515501928, 14.468092951229188
6.963122052135862, 14.351820379400305
7.194114411321013, 14.240914233963526
7.432769636330201, 14.126430470932007
7.679341932596216, 14.017313134292593
7.9340939384806655, 13.897462944868977
8.19729700502523, 13.782979181837462
8.469231484983304, 13.704271594753301
8.750187031439847, 13.602309493303352
9.0404629063376, 13.496769774258674
9.340368299238222, 13.394807672808732
9.65022265665788, 13.289267953764053
9.97035602232819, 13.205193940287785
10.301109388744768, 13.126486353203617
10.642835060378026, 13.033468295740512
10.995897028932928, 12.956549517453716
11.360671361057564, 12.86710907758534
11.737546598913394, 12.79734553448801
12.126924174033878, 12.72937080018805
12.529218834912369, 12.657818448293355
12.944859088774594, 12.586266096398653
13.374287658006438, 12.52851312665507
13.817961951723019, 12.450316627798735
14.276354552981537, 12.378764275904032
14.749953722156715, 12.317944776793539
15.239263917015018, 12.257125277683045
15.744806330041758, 12.192728160977822
16.267119443593174, 12.137275088259429
16.80675960346508, 12.072877971554206
17.364301611488806, 12.013847281241077
17.940339337785723, 11.949450164535854
18.535486353332605, 11.895785900614825
19.150376583511335, 11.838544019099068
19.78566498333947, 11.783090946380682
20.442028235100462, 11.722271447270188
21.120165469117044, 11.666818374551795
21.820799008435184, 11.613154110630774
22.544675138211954, 11.550545802722915
23.29256490062694, 11.511192009180832
24.065264916163596, 11.445006083678237
24.863598232135715, 11.402074672541424
25.688415199362524, 11.341255173430923
26.54059437792629, 11.292957335902003
27.421043472977388, 11.223193792804672
28.330700301583267, 11.158796676099449
29.270533791651545, 11.1122876473679
30.241545013990848, 11.046101721865298
31.24476824860913, 10.990648649146912
32.28127208638485, 10.936984385225891
33.352160567284656, 10.885108930102227
34.458574356340094, 10.840388710168043
35.601691958635506, 10.793879681436493
36.782730974601854, 10.747370652704937
38.002949396953056, 10.693706388783923
39.263646950646425, 10.645408551254995
40.56616647729478, 10.59532190492871
41.91189536550427, 10.541657641007689
43.3022670286621, 10.486204568289295
44.73876243174753, 10.430751495570902
46.22291166879319, 10.369931996460416
47.75629559267635, 10.316267732539394
49.34054749897633, 10.253659424631529
50.97735486569189, 10.205361587102608
52.66846115067116, 10.151697323181587
54.41566764866918, 10.09982186805793
56.22083541001059, 10.055101648123745
58.08588722290173, 10.019325472176398
60.01280966150312, 9.990704531418523
62.00365520194396, 9.954928355471168
64.0605444085329, 9.951350737876439
66.18566819249315, 9.928096223510657
68.38129014562837, 9.904841709144883
70.64974895140473, 9.888742429968573
72.99346087601728, 9.851177445223861
75.41492234209463, 9.829711739655451
77.91671258778214, 9.806457225289677
80.50149641403753, 9.756370578963384
83.1720270230636, 9.691973462258161
85.93114895090285, 9.632942771945032
88.78180109731623, 9.584644934416112
91.72701985617529, 9.516670200116153
94.76994234969982, 9.454061892208294
97.91380976998775, 9.41470809866621
100.26557005255121, 9.362832643542554
